hora,target_temp,temp_input,hum_input,bat_input,accion_luz,accion_fan,accion_riego,accion_sleep,solar_w,consumo_w,temp_output,bat_output,recompensa,estado_cpu
11.0,24.0,19.61,46.57,42.99,1,0,0,0,19.02,10.6,21.59,59.84,-2.9386,ACTIVE
12.0,24.0,21.67,45.32,59.84,1,0,0,0,20.0,10.6,23.35,78.64,-1.1797,ACTIVE
13.0,24.0,23.42,44.02,78.64,0,0,0,1,19.02,0.01,24.2,100.0,-0.1993,SLEEP
14.0,24.0,24.1,42.9,100.0,0,0,0,0,16.18,0.6,24.64,100.0,-0.6727,ACTIVE
15.0,24.0,24.69,41.76,100.0,0,0,0,0,11.76,0.6,25.28,100.0,-1.3089,ACTIVE
16.0,24.0,25.18,40.6,100.0,0,0,0,0,6.18,0.6,24.04,100.0,-0.0726,ACTIVE
17.0,24.0,24.11,39.48,100.0,0,0,1,0,0.0,5.6,23.22,88.8,-1.0627,ACTIVE
18.0,24.0,23.19,53.38,88.8,0,0,0,0,0.0,0.6,22.43,87.6,-1.6047,ACTIVE
19.0,24.0,22.41,52.31,87.6,0,0,0,0,0.0,0.6,21.78,86.4,-2.2515,ACTIVE
20.0,24.0,21.75,51.26,86.4,0,0,0,1,0.0,0.01,21.16,86.38,-2.8431,SLEEP
21.0,24.0,21.19,50.22,86.38,0,0,0,1,0.0,0.01,20.77,86.36,-3.2298,SLEEP
22.0,24.0,20.71,49.2,86.36,1,0,0,0,0.0,10.6,21.08,65.16,-3.4535,ACTIVE
23.0,24.0,21.1,47.97,65.16,0,0,0,1,0.0,0.01,20.6,65.14,-3.402,SLEEP
0.0,24.0,20.64,46.95,65.14,0,0,0,1,0.0,0.01,20.25,65.12,-3.7513,SLEEP
1.0,24.0,20.24,45.94,65.12,1,0,0,0,0.0,10.6,20.7,43.92,-3.8258,ACTIVE
2.0,24.0,20.71,44.72,43.92,1,0,0,0,0.0,10.6,21.06,22.72,-3.4701,ACTIVE
3.0,24.0,21.1,43.49,22.72,0,0,0,1,0.0,0.01,20.69,22.7,-3.3059,SLEEP
4.0,24.0,20.63,42.47,22.7,1,0,0,0,0.0,10.6,21.1,1.5,-3.4309,ACTIVE
5.0,24.0,21.04,41.24,1.5,0,0,0,1,0.0,0.01,20.52,1.48,-3.479,SLEEP
6.0,24.0,20.58,40.22,1.48,0,0,0,1,0.0,0.01,20.18,1.46,-3.8169,SLEEP
7.0,24.0,20.2,39.21,1.46,0,0,0,1,0.0,0.01,19.91,1.44,-4.0907,SLEEP
8.0,24.0,19.87,38.22,1.44,0,0,0,1,6.18,0.01,19.65,13.78,-4.3481,SLEEP
9.0,24.0,19.59,37.23,13.78,0,0,0,1,11.76,0.01,19.26,37.27,-4.7359,SLEEP
10.0,24.0,19.35,36.25,37.27,1,0,1,0,16.18,15.6,21.45,38.43,-3.3302,ACTIVE
11.0,24.0,21.45,50.01,38.43,1,0,0,0,19.02,10.6,23.25,55.28,-1.2779,ACTIVE
12.0,24.0,23.23,48.71,55.28,0,0,0,0,20.0,0.6,23.9,94.08,-0.1306,ACTIVE
13.0,24.0,23.95,47.59,94.08,0,0,0,0,19.02,0.6,24.56,100.0,-0.5897,ACTIVE
14.0,24.0,24.55,46.45,100.0,0,0,0,0,16.18,0.6,25.01,100.0,-1.0379,ACTIVE
15.0,24.0,25.07,45.3,100.0,0,0,0,1,11.76,0.01,25.53,100.0,-1.5338,SLEEP
16.0,24.0,25.51,44.14,100.0,0,0,0,0,6.18,0.6,24.41,100.0,-0.4378,ACTIVE
17.0,24.0,24.38,43.01,100.0,0,0,0,0,0.0,0.6,23.33,98.8,-0.7003,ACTIVE
18.0,24.0,23.43,41.9,98.8,0,0,0,1,0.0,0.01,22.57,98.78,-1.4347,SLEEP
19.0,24.0,22.61,40.82,98.78,0,0,0,0,0.0,0.6,21.97,97.58,-2.0644,ACTIVE
20.0,24.0,21.92,39.77,97.58,0,0,0,1,0.0,0.01,21.26,97.56,-2.7382,SLEEP
21.0,24.0,21.33,38.73,97.56,0,0,0,1,0.0,0.01,20.8,97.54,-3.1998,SLEEP
22.0,24.0,20.83,37.7,97.54,1,0,1,0,0.0,15.6,21.27,66.34,-3.5127,ACTIVE
23.0,24.0,21.21,51.47,66.34,0,0,0,1,0.0,0.01,20.72,66.32,-3.2814,SLEEP
0.0,24.0,20.73,50.44,66.32,1,0,0,0,0.0,10.6,21.08,45.12,-3.4466,ACTIVE
1.0,24.0,21.12,49.21,45.12,0,0,0,1,0.0,0.01,20.74,45.1,-3.2604,SLEEP
2.0,24.0,20.65,48.19,45.1,1,0,1,0,0.0,15.6,20.99,13.9,-3.7893,ACTIVE
3.0,24.0,21.05,61.96,13.9,0,0,0,1,0.0,0.01,20.66,13.88,-3.3426,SLEEP
4.0,24.0,20.59,60.94,13.88,0,0,0,1,0.0,0.01,20.13,13.86,-3.8708,SLEEP
5.0,24.0,20.21,59.93,13.86,0,0,0,1,0.0,0.01,19.82,13.84,-4.1762,SLEEP
6.0,24.0,19.87,58.94,13.84,0,0,0,1,0.0,0.01,19.58,13.82,-4.4186,SLEEP
7.0,24.0,19.59,57.95,13.82,0,0,0,1,0.0,0.01,19.26,13.8,-4.7395,SLEEP
8.0,24.0,19.35,56.97,13.8,0,0,0,1,6.18,0.01,19.21,26.14,-4.7951,SLEEP
9.0,24.0,19.15,56.0,26.14,1,0,0,0,11.76,10.6,19.87,28.45,-4.6551,ACTIVE
10.0,24.0,19.78,54.8,28.45,1,0,0,0,16.18,10.6,21.85,39.61,-2.682,ACTIVE
11.0,24.0,21.81,53.55,39.61,1,0,0,0,19.02,10.6,23.5,56.46,-1.0254,ACTIVE
12.0,24.0,23.54,52.24,56.46,0,0,0,0,20.0,0.6,24.12,95.26,-0.1474,ACTIVE
13.0,24.0,24.21,51.12,95.26,0,0,0,0,19.02,0.6,24.78,100.0,-0.8118,ACTIVE
14.0,24.0,24.78,49.97,100.0,0,0,0,0,16.18,0.6,25.29,100.0,-1.3187,ACTIVE
15.0,24.0,25.26,48.81,100.0,0,0,0,0,11.76,0.6,25.75,100.0,-1.7793,ACTIVE
16.0,24.0,25.67,47.64,100.0,0,0,0,0,6.18,0.6,24.46,100.0,-0.4946,ACTIVE
17.0,24.0,24.52,46.51,100.0,0,0,0,0,0.0,0.6,23.57,98.8,-0.4605,ACTIVE
18.0,24.0,23.54,45.4,98.8,0,0,0,0,0.0,0.6,22.64,97.6,-1.3851,ACTIVE
19.0,24.0,22.71,44.32,97.6,0,0,0,0,0.0,0.6,21.93,96.4,-2.1013,ACTIVE
20.0,24.0,22.0,43.26,96.4,0,0,0,1,0.0,0.01,21.31,96.38,-2.6947,SLEEP
21.0,24.0,21.4,42.22,96.38,1,0,1,0,0.0,15.6,21.64,65.18,-3.1368,ACTIVE
22.0,24.0,21.69,55.97,65.18,0,0,0,1,0.0,0.01,21.18,65.16,-2.8239,SLEEP
23.0,24.0,21.14,54.93,65.16,0,0,0,1,0.0,0.01,20.76,65.14,-3.2381,SLEEP
0.0,24.0,20.67,53.91,65.14,1,0,0,0,0.0,10.6,20.98,43.94,-3.5498,ACTIVE
1.0,24.0,21.07,52.68,43.94,0,0,0,1,0.0,0.01,20.54,43.92,-3.4617,SLEEP
2.0,24.0,20.61,51.66,43.92,1,0,0,0,0.0,10.6,20.94,22.72,-3.5917,ACTIVE
3.0,24.0,21.02,50.43,22.72,0,0,0,1,0.0,0.01,20.53,22.7,-3.4729,SLEEP
4.0,24.0,20.56,49.42,22.7,1,0,0,0,0.0,10.6,21.01,1.5,-3.5214,ACTIVE
5.0,24.0,20.98,48.19,1.5,0,0,0,1,0.0,0.01,20.61,1.48,-3.3895,SLEEP
6.0,24.0,20.53,47.17,1.48,0,0,0,1,0.0,0.01,20.06,1.46,-3.9434,SLEEP
7.0,24.0,20.15,46.17,1.46,0,0,0,1,0.0,0.01,19.87,1.44,-4.1258,SLEEP
8.0,24.0,19.83,45.17,1.44,0,0,0,1,6.18,0.01,19.46,13.78,-4.5372,SLEEP
9.0,24.0,19.56,44.18,13.78,0,0,0,1,11.76,0.01,19.33,37.27,-4.6666,SLEEP
10.0,24.0,19.32,43.2,37.27,1,0,0,0,16.18,10.6,21.42,48.43,-3.1082,ACTIVE
11.0,24.0,21.42,41.96,48.43,1,0,0,0,19.02,10.6,23.22,65.28,-1.3111,ACTIVE
12.0,24.0,23.21,40.67,65.28,0,0,0,0,20.0,0.6,23.92,100.0,-0.1076,ACTIVE
13.0,24.0,23.93,39.55,100.0,0,0,1,0,19.02,5.6,24.56,100.0,-0.8391,ACTIVE
14.0,24.0,24.54,53.41,100.0,0,0,0,0,16.18,0.6,24.99,100.0,-1.0205,ACTIVE
15.0,24.0,25.06,52.26,100.0,0,0,0,0,11.76,0.6,25.49,100.0,-1.5196,ACTIVE
16.0,24.0,25.5,51.09,100.0,0,0,0,0,6.18,0.6,24.38,100.0,-0.4131,ACTIVE
17.0,24.0,24.37,49.96,100.0,0,0,0,0,0.0,0.6,23.47,98.8,-0.5563,ACTIVE
18.0,24.0,23.42,48.86,98.8,0,0,0,0,0.0,0.6,22.65,97.6,-1.3775,ACTIVE
19.0,24.0,22.61,47.78,97.6,0,0,0,0,0.0,0.6,21.94,96.4,-2.0912,ACTIVE
20.0,24.0,21.91,46.73,96.4,0,0,0,1,0.0,0.01,21.35,96.38,-2.6488,SLEEP
21.0,24.0,21.33,45.69,96.38,0,0,0,1,0.0,0.01,20.74,96.36,-3.2593,SLEEP
22.0,24.0,20.83,44.66,96.36,1,0,0,0,0.0,10.6,21.27,75.16,-3.262,ACTIVE
23.0,24.0,21.2,43.42,75.16,0,0,0,1,0.0,0.01,20.76,75.14,-3.2403,SLEEP
0.0,24.0,20.72,42.4,75.14,1,0,0,0,0.0,10.6,21.05,53.94,-3.4841,ACTIVE
1.0,24.0,21.12,41.17,53.94,0,0,0,1,0.0,0.01,20.63,53.92,-3.3707,SLEEP
2.0,24.0,20.65,40.15,53.92,1,0,0,0,0.0,10.6,20.97,32.72,-3.5601,ACTIVE
3.0,24.0,21.05,38.92,32.72,0,0,0,1,0.0,0.01,20.5,32.7,-3.4987,SLEEP
4.0,24.0,20.59,37.9,32.7,1,0,1,0,0.0,15.6,20.94,1.5,-3.8402,ACTIVE
5.0,24.0,21.0,51.67,1.5,0,1,0,0,0.0,2.6,19.26,0.0,-4.8702,ACTIVE
6.0,24.0,19.35,50.69,0.0,0,0,0,1,0.0,0.01,19.13,0.0,-104.8723,DEAD
7.0,24.0,19.15,49.72,0.0,0,0,0,1,0.0,0.01,19.0,0.0,-104.9978,DEAD
8.0,24.0,18.98,48.75,0.0,0,0,0,1,6.18,0.01,18.74,12.34,-105.2595,DEAD
9.0,24.0,18.83,47.78,12.34,0,0,0,1,11.76,0.01,18.75,35.83,-5.2504,SLEEP
10.0,24.0,18.71,46.82,35.83,0,0,0,1,16.18,0.01,20.16,68.17,-3.8398,SLEEP
11.0,24.0,20.1,45.82,68.17,0,0,0,1,19.02,0.01,21.29,100.0,-2.7092,SLEEP
12.0,24.0,21.29,44.78,100.0,1,0,0,0,20.0,10.6,23.16,100.0,-1.3705,ACTIVE
13.0,24.0,23.09,43.49,100.0,0,0,0,0,19.02,0.6,23.84,100.0,-0.1949,ACTIVE
14.0,24.0,23.83,42.37,100.0,0,0,0,0,16.18,0.6,24.46,100.0,-0.4897,ACTIVE
15.0,24.0,24.45,41.24,100.0,0,0,0,0,11.76,0.6,25.01,100.0,-1.0413,ACTIVE
16.0,24.0,24.99,40.09,100.0,0,0,0,0,6.18,0.6,23.99,100.0,-0.0418,ACTIVE
17.0,24.0,23.94,38.97,100.0,0,0,1,0,0.0,5.6,22.97,88.8,-1.3113,ACTIVE
18.0,24.0,23.05,52.88,88.8,0,0,0,0,0.0,0.6,22.26,87.6,-1.768,ACTIVE
19.0,24.0,22.29,51.81,87.6,0,0,0,0,0.0,0.6,21.68,86.4,-2.3501,ACTIVE
20.0,24.0,21.65,50.76,86.4,0,0,0,1,0.0,0.01,21.03,86.38,-2.9673,SLEEP
21.0,24.0,21.1,49.73,86.38,0,0,0,1,0.0,0.01,20.62,86.36,-3.3853,SLEEP
22.0,24.0,20.63,48.71,86.36,1,0,0,0,0.0,10.6,20.97,65.16,-3.5587,ACTIVE
23.0,24.0,21.04,47.48,65.16,0,0,0,1,0.0,0.01,20.57,65.14,-3.4282,SLEEP
0.0,24.0,20.58,46.46,65.14,1,0,0,0,0.0,10.6,20.96,43.94,-3.5708,ACTIVE
1.0,24.0,21.0,45.23,43.94,1,0,0,0,0.0,10.6,21.31,22.74,-3.2184,ACTIVE
2.0,24.0,21.35,43.99,22.74,0,0,0,1,0.0,0.01,20.9,22.72,-3.103,SLEEP
3.0,24.0,20.84,42.96,22.72,1,0,0,0,0.0,10.6,21.26,1.52,-3.2668,ACTIVE
4.0,24.0,21.22,41.73,1.52,0,0,0,1,0.0,0.01,20.75,1.5,-3.2526,SLEEP
5.0,24.0,20.74,40.71,1.5,0,0,0,1,0.0,0.01,20.38,1.48,-3.6224,SLEEP
6.0,24.0,20.33,39.7,1.48,0,0,0,1,0.0,0.01,19.93,1.46,-4.0734,SLEEP
7.0,24.0,19.98,38.7,1.46,0,0,0,1,0.0,0.01,19.67,1.44,-4.3312,SLEEP
8.0,24.0,19.68,37.71,1.44,0,0,0,1,6.18,0.01,19.47,13.78,-4.5274,SLEEP
9.0,24.0,19.43,36.72,13.78,0,0,0,1,11.76,0.01,19.23,37.27,-4.7677,SLEEP
10.0,24.0,19.21,35.75,37.27,1,0,1,0,16.18,15.6,21.43,38.43,-3.3497,ACTIVE
11.0,24.0,21.33,49.51,38.43,1,0,0,0,19.02,10.6,23.09,55.28,-1.4381,ACTIVE
12.0,24.0,23.13,48.21,55.28,0,0,0,0,20.0,0.6,23.93,94.08,-0.0968,ACTIVE
13.0,24.0,23.86,47.1,94.08,1,0,0,0,19.02,10.6,25.27,100.0,-1.8049,ACTIVE
14.0,24.0,25.28,45.74,100.0,0,0,0,0,16.18,0.6,25.64,100.0,-1.6734,ACTIVE
15.0,24.0,25.69,44.57,100.0,0,0,0,0,11.76,0.6,25.99,100.0,-2.0168,ACTIVE
16.0,24.0,26.04,43.39,100.0,0,1,0,0,6.18,2.6,23.59,100.0,-0.5387,ACTIVE
17.0,24.0,23.63,42.28,100.0,0,0,0,0,0.0,0.6,22.8,98.8,-1.2296,ACTIVE
18.0,24.0,22.79,41.19,98.8,0,0,0,0,0.0,0.6,21.98,97.6,-2.046,ACTIVE
19.0,24.0,22.07,40.13,97.6,0,0,0,0,0.0,0.6,21.45,96.4,-2.5752,ACTIVE
20.0,24.0,21.46,39.09,96.4,0,0,0,1,0.0,0.01,21.02,96.38,-2.9811,SLEEP
21.0,24.0,20.94,38.06,96.38,1,0,1,0,0.0,15.6,21.36,65.18,-3.4175,ACTIVE
22.0,24.0,21.3,51.82,65.18,1,0,1,0,0.0,15.6,21.66,33.98,-3.1201,ACTIVE
23.0,24.0,21.6,65.57,33.98,0,0,0,1,0.0,0.01,21.03,33.96,-2.9704,SLEEP
0.0,24.0,21.06,64.54,33.96,0,0,0,1,0.0,0.01,20.59,33.94,-3.4099,SLEEP
1.0,24.0,20.6,63.52,33.94,1,0,0,0,0.0,10.6,20.94,12.74,-3.5927,ACTIVE
2.0,24.0,21.01,62.29,12.74,0,0,0,1,0.0,0.01,20.61,12.72,-3.3897,SLEEP
3.0,24.0,20.56,61.28,12.72,0,0,0,1,0.0,0.01,20.26,12.7,-3.7377,SLEEP
4.0,24.0,20.18,60.27,12.7,0,0,0,1,0.0,0.01,19.88,12.68,-4.1236,SLEEP
5.0,24.0,19.85,59.27,12.68,0,0,0,1,0.0,0.01,19.57,12.66,-4.4271,SLEEP
6.0,24.0,19.57,58.29,12.66,0,0,0,1,0.0,0.01,19.25,12.64,-4.7534,SLEEP
7.0,24.0,19.34,57.31,12.64,0,0,0,1,0.0,0.01,19.12,12.62,-4.8855,SLEEP
8.0,24.0,19.14,56.33,12.62,0,0,0,1,6.18,0.01,18.98,24.96,-5.0155,SLEEP
9.0,24.0,18.97,55.36,24.96,1,0,0,0,11.76,10.6,19.57,27.27,-4.9645,ACTIVE
10.0,24.0,19.62,54.18,27.27,1,0,0,0,16.18,10.6,21.66,38.43,-2.8732,ACTIVE
11.0,24.0,21.68,52.93,38.43,1,0,0,0,19.02,10.6,23.34,55.28,-1.1873,ACTIVE
12.0,24.0,23.43,51.62,55.28,0,0,0,0,20.0,0.6,24.02,94.08,-0.0522,ACTIVE
13.0,24.0,24.11,50.5,94.08,0,0,0,0,19.02,0.6,24.61,100.0,-0.6425,ACTIVE
14.0,24.0,24.7,49.36,100.0,0,0,0,0,16.18,0.6,25.25,100.0,-1.2759,ACTIVE
15.0,24.0,25.19,48.2,100.0,0,0,0,0,11.76,0.6,25.54,100.0,-1.5694,ACTIVE
16.0,24.0,25.61,47.03,100.0,0,0,0,0,6.18,0.6,24.47,100.0,-0.4982,ACTIVE
17.0,24.0,24.47,45.9,100.0,0,0,0,0,0.0,0.6,23.44,98.8,-0.5908,ACTIVE
18.0,24.0,23.5,44.8,98.8,0,0,0,0,0.0,0.6,22.72,97.6,-1.3079,ACTIVE
19.0,24.0,22.68,43.71,97.6,0,0,0,0,0.0,0.6,21.89,96.4,-2.1419,ACTIVE
20.0,24.0,21.97,42.66,96.4,0,0,0,1,0.0,0.01,21.34,96.38,-2.6581,SLEEP
21.0,24.0,21.38,41.61,96.38,0,0,0,1,0.0,0.01,20.79,96.36,-3.2115,SLEEP
22.0,24.0,20.87,40.59,96.36,1,0,0,0,0.0,10.6,21.23,75.16,-3.3049,ACTIVE
23.0,24.0,21.24,39.35,75.16,0,0,0,1,0.0,0.01,20.72,75.14,-3.282,SLEEP
0.0,24.0,20.75,38.33,75.14,1,0,1,0,0.0,15.6,21.05,43.94,-3.734,ACTIVE
1.0,24.0,21.14,52.09,43.94,0,0,0,1,0.0,0.01,20.77,43.92,-3.233,SLEEP
2.0,24.0,20.67,51.07,43.92,1,0,0,0,0.0,10.6,21.17,22.72,-3.3625,ACTIVE
3.0,24.0,21.07,49.84,22.72,0,0,0,1,0.0,0.01,20.54,22.7,-3.4623,SLEEP
4.0,24.0,20.61,48.82,22.7,0,0,1,0,0.0,5.6,20.27,11.5,-4.0107,ACTIVE
5.0,24.0,20.22,62.82,11.5,0,0,0,1,0.0,0.01,19.81,11.48,-4.193,SLEEP
6.0,24.0,19.89,61.82,11.48,0,0,0,1,0.0,0.01,19.64,11.46,-4.3594,SLEEP
7.0,24.0,19.6,60.83,11.46,0,0,0,1,0.0,0.01,19.35,11.44,-4.6485,SLEEP
8.0,24.0,19.36,59.85,11.44,0,0,0,1,6.18,0.01,19.17,23.78,-4.8331,SLEEP
9.0,24.0,19.16,58.88,23.78,1,0,0,0,11.76,10.6,19.88,26.09,-4.6475,ACTIVE
10.0,24.0,19.78,57.68,26.09,1,0,0,0,16.18,10.6,21.85,37.25,-2.6799,ACTIVE
11.0,24.0,21.82,56.43,37.25,1,0,0,0,19.02,10.6,23.63,54.1,-0.9048,ACTIVE
12.0,24.0,23.54,55.12,54.1,0,0,0,0,20.0,0.6,24.16,92.9,-0.1934,ACTIVE
13.0,24.0,24.21,54.0,92.9,0,0,0,1,19.02,0.01,24.81,100.0,-0.812,SLEEP
14.0,24.0,24.78,52.85,100.0,1,1,1,0,16.18,17.6,24.77,97.16,-1.6472,ACTIVE
15.0,24.0,24.86,66.51,97.16,0,0,0,0,11.76,0.6,25.36,100.0,-1.3938,ACTIVE
16.0,24.0,25.33,65.35,100.0,0,0,0,0,6.18,0.6,24.21,100.0,-0.24,ACTIVE
17.0,24.0,24.23,64.22,100.0,0,0,0,0,0.0,0.6,23.22,98.8,-0.8113,ACTIVE
18.0,24.0,23.3,63.12,98.8,0,0,0,0,0.0,0.6,22.58,97.6,-1.4527,ACTIVE
19.0,24.0,22.5,62.05,97.6,0,0,0,0,0.0,0.6,21.77,96.4,-2.2644,ACTIVE
20.0,24.0,21.83,60.99,96.4,0,0,0,1,0.0,0.01,21.25,96.38,-2.7548,SLEEP
21.0,24.0,21.25,59.95,96.38,0,0,0,1,0.0,0.01,20.67,96.36,-3.3302,SLEEP
22.0,24.0,20.77,58.93,96.36,1,0,0,0,0.0,10.6,21.16,75.16,-3.373,ACTIVE
23.0,24.0,21.15,57.7,75.16,0,0,0,1,0.0,0.01,20.66,75.14,-3.3434,SLEEP
0.0,24.0,20.68,56.68,75.14,1,0,0,0,0.0,10.6,21.05,53.94,-3.484,ACTIVE
1.0,24.0,21.08,55.44,53.94,0,0,0,1,0.0,0.01,20.64,53.92,-3.3603,SLEEP
2.0,24.0,20.62,54.42,53.92,1,0,0,0,0.0,10.6,21.12,32.72,-3.4115,ACTIVE
3.0,24.0,21.02,53.19,32.72,0,0,0,1,0.0,0.01,20.63,32.7,-3.3687,SLEEP
4.0,24.0,20.57,52.18,32.7,1,0,0,0,0.0,10.6,21.06,11.5,-3.4702,ACTIVE
5.0,24.0,20.98,50.95,11.5,0,0,0,1,0.0,0.01,20.6,11.48,-3.4011,SLEEP
6.0,24.0,20.54,49.93,11.48,0,0,0,1,0.0,0.01,20.24,11.46,-3.7651,SLEEP
7.0,24.0,20.16,48.93,11.46,0,0,0,1,0.0,0.01,19.75,11.44,-4.2504,SLEEP
8.0,24.0,19.83,47.93,11.44,0,0,0,1,6.18,0.01,19.65,23.78,-4.3507,SLEEP
9.0,24.0,19.56,46.94,23.78,1,0,0,0,11.76,10.6,20.15,26.09,-4.3809,ACTIVE
10.0,24.0,20.12,45.74,26.09,1,0,0,0,16.18,10.6,22.05,37.25,-2.4765,ACTIVE
11.0,24.0,22.11,44.48,37.25,0,0,0,0,19.02,0.6,23.08,74.1,-0.9463,ACTIVE
12.0,24.0,22.99,43.39,74.1,0,0,0,0,20.0,0.6,23.71,100.0,-0.323,ACTIVE
13.0,24.0,23.74,42.28,100.0,0,0,0,0,19.02,0.6,24.32,100.0,-0.3513,ACTIVE
14.0,24.0,24.38,41.14,100.0,0,0,0,0,16.18,0.6,24.93,100.0,-0.9613,ACTIVE
15.0,24.0,24.92,40.0,100.0,0,0,1,0,11.76,5.6,25.46,100.0,-1.7371,ACTIVE
16.0,24.0,25.38,53.84,100.0,0,0,0,0,6.18,0.6,24.32,100.0,-0.3479,ACTIVE
17.0,24.0,24.28,52.71,100.0,0,0,0,0,0.0,0.6,23.26,98.8,-0.7676,ACTIVE
18.0,24.0,23.34,51.61,98.8,0,0,0,0,0.0,0.6,22.63,97.6,-1.3998,ACTIVE
19.0,24.0,22.54,50.53,97.6,0,0,0,0,0.0,0.6,21.94,96.4,-2.0886,ACTIVE
20.0,24.0,21.85,49.48,96.4,0,0,0,1,0.0,0.01,21.24,96.38,-2.7604,SLEEP
21.0,24.0,21.28,48.44,96.38,0,0,0,1,0.0,0.01,20.87,96.36,-3.1257,SLEEP
22.0,24.0,20.79,47.41,96.36,1,0,0,0,0.0,10.6,21.13,75.16,-3.3992,ACTIVE
23.0,24.0,21.17,46.18,75.16,0,0,0,1,0.0,0.01,20.74,75.14,-3.2629,SLEEP
0.0,24.0,20.69,45.16,75.14,1,0,0,0,0.0,10.6,21.16,53.94,-3.3656,ACTIVE
1.0,24.0,21.09,43.93,53.94,0,0,0,1,0.0,0.01,20.61,53.92,-3.3931,SLEEP
2.0,24.0,20.63,42.91,53.92,1,0,0,0,0.0,10.6,21.12,32.72,-3.4119,ACTIVE
3.0,24.0,21.03,41.68,32.72,0,0,0,1,0.0,0.01,20.66,32.7,-3.3372,SLEEP
4.0,24.0,20.58,40.66,32.7,1,0,0,0,0.0,10.6,21.05,11.5,-3.484,ACTIVE
5.0,24.0,20.99,39.43,11.5,0,0,0,1,0.0,0.01,20.48,11.48,-3.5219,SLEEP
6.0,24.0,20.54,38.41,11.48,0,0,0,1,0.0,0.01,20.18,11.46,-3.8177,SLEEP
7.0,24.0,20.16,37.41,11.46,0,0,0,1,0.0,0.01,19.85,11.44,-4.1508,SLEEP
8.0,24.0,19.84,36.41,11.44,0,0,0,1,6.18,0.01,19.51,23.78,-4.4932,SLEEP
9.0,24.0,19.56,35.43,23.78,1,0,1,0,11.76,15.6,20.1,16.09,-4.6814,ACTIVE
10.0,24.0,20.13,49.22,16.09,0,0,0,1,16.18,0.01,21.3,48.43,-2.6974,SLEEP
11.0,24.0,21.31,48.18,48.43,1,0,0,0,19.02,10.6,23.13,65.28,-1.3975,ACTIVE
12.0,24.0,23.11,46.89,65.28,0,0,0,0,20.0,0.6,23.82,100.0,-0.2104,ACTIVE
13.0,24.0,23.84,45.77,100.0,0,0,0,0,19.02,0.6,24.47,100.0,-0.4964,ACTIVE
14.0,24.0,24.47,44.64,100.0,0,0,0,0,16.18,0.6,24.94,100.0,-0.9665,ACTIVE
15.0,24.0,25.0,43.49,100.0,0,1,1,0,11.76,7.6,24.3,100.0,-0.6767,ACTIVE
16.0,24.0,24.25,57.36,100.0,0,0,0,0,6.18,0.6,23.36,100.0,-0.6675,ACTIVE
17.0,24.0,23.31,56.26,100.0,0,0,0,1,0.0,0.01,22.59,99.98,-1.4086,SLEEP
18.0,24.0,22.51,55.19,99.98,0,0,0,0,0.0,0.6,21.89,98.78,-2.1376,ACTIVE
19.0,24.0,21.84,54.13,98.78,1,0,0,0,0.0,10.6,22.13,77.58,-2.4035,ACTIVE
20.0,24.0,22.06,52.87,77.58,0,0,0,1,0.0,0.01,21.43,77.56,-2.5693,SLEEP
21.0,24.0,21.45,51.83,77.56,0,0,0,1,0.0,0.01,20.95,77.54,-3.0516,SLEEP
22.0,24.0,20.93,50.8,77.54,1,0,0,0,0.0,10.6,21.32,56.34,-3.2074,ACTIVE
23.0,24.0,21.29,49.56,56.34,0,0,0,1,0.0,0.01,20.71,56.32,-3.2926,SLEEP
0.0,24.0,20.8,48.54,56.32,1,0,0,0,0.0,10.6,21.17,35.12,-3.3585,ACTIVE
1.0,24.0,21.18,47.3,35.12,0,0,0,1,0.0,0.01,20.78,35.1,-3.2218,SLEEP
2.0,24.0,20.7,46.28,35.1,1,0,0,0,0.0,10.6,21.11,13.9,-3.4248,ACTIVE
3.0,24.0,21.1,45.05,13.9,0,0,0,1,0.0,0.01,20.54,13.88,-3.4596,SLEEP
4.0,24.0,20.63,44.03,13.88,0,0,0,1,0.0,0.01,20.29,13.86,-3.7094,SLEEP
5.0,24.0,20.24,43.02,13.86,0,0,0,1,0.0,0.01,19.84,13.84,-4.1602,SLEEP
6.0,24.0,19.9,42.02,13.84,0,0,0,1,0.0,0.01,19.69,13.82,-4.3066,SLEEP
7.0,24.0,19.62,41.03,13.82,0,0,0,1,0.0,0.01,19.33,13.8,-4.6689,SLEEP
8.0,24.0,19.37,40.05,13.8,0,0,0,1,6.18,0.01,19.13,26.14,-4.8733,SLEEP
9.0,24.0,19.17,39.08,26.14,1,0,1,0,11.76,15.6,19.83,18.45,-4.949,ACTIVE
10.0,24.0,19.79,52.88,18.45,0,0,0,1,16.18,0.01,21.02,50.79,-2.9837,SLEEP
11.0,24.0,21.02,51.85,50.79,1,0,0,0,19.02,10.6,22.79,67.64,-1.7414,ACTIVE
12.0,24.0,22.87,50.57,67.64,0,0,0,0,20.0,0.6,23.58,100.0,-0.4541,ACTIVE
13.0,24.0,23.64,49.46,100.0,0,0,0,0,19.02,0.6,24.37,100.0,-0.4028,ACTIVE
14.0,24.0,24.29,48.33,100.0,0,0,0,0,16.18,0.6,24.83,100.0,-0.8584,ACTIVE
15.0,24.0,24.85,47.18,100.0,0,0,0,0,11.76,0.6,25.23,100.0,-1.2573,ACTIVE
16.0,24.0,25.32,46.02,100.0,0,0,0,0,6.18,0.6,24.3,100.0,-0.3333,ACTIVE
